source,response_id,model_key,condition_id,question_id,run_date
api,agro_L3_mulher__president_open__claude_opus5__r02,claude_opus5,agro_L3_mulher,president_open,2026-08-15
api,agro_L3_mulher__president_open__claude_opus5__r03,claude_opus5,agro_L3_mulher,president_open,2026-08-16
api,agro_L3_mulher__president_open__claude_opus5__r04,claude_opus5,agro_L3_mulher,president_open,2026-08-16
api,agro_L3_mulher__president_open__claude_opus5__r05,claude_opus5,agro_L3_mulher,president_open,2026-08-16
api,agro_L4_homem__deputy_candidate__claude_opus5__r01,claude_opus5,agro_L4_homem,deputy_candidate,2026-08-15
api,agro_L4_homem__deputy_candidate__claude_opus5__r02,claude_opus5,agro_L4_homem,deputy_candidate,2026-08-15
api,agro_L4_homem__deputy_candidate__claude_opus5__r03,claude_opus5,agro_L4_homem,deputy_candidate,2026-08-16
api,agro_L4_homem__deputy_candidate__claude_opus5__r04,claude_opus5,agro_L4_homem,deputy_candidate,2026-08-16
api,agro_L4_homem__deputy_candidate__claude_opus5__r05,claude_opus5,agro_L4_homem,deputy_candidate,2026-08-15
api,agro_L4_homem__deputy_open__claude_opus5__r01,claude_opus5,agro_L4_homem,deputy_open,2026-08-16
api,agro_L4_homem__deputy_open__claude_opus5__r02,claude_opus5,agro_L4_homem,deputy_open,2026-08-16
api,agro_L4_homem__deputy_open__claude_opus5__r03,claude_opus5,agro_L4_homem,deputy_open,2026-08-16
api,agro_L4_homem__deputy_open__claude_opus5__r04,claude_opus5,agro_L4_homem,deputy_open,2026-08-16
api,agro_L4_homem__deputy_open__claude_opus5__r05,claude_opus5,agro_L4_homem,deputy_open,2026-08-15
api,agro_L4_homem__president_candidate__claude_opus5__r01,claude_opus5,agro_L4_homem,president_candidate,2026-08-15
api,agro_L4_homem__president_candidate__claude_opus5__r02,claude_opus5,agro_L4_homem,president_candidate,2026-08-15
api,agro_L4_homem__president_candidate__claude_opus5__r03,claude_opus5,agro_L4_homem,president_candidate,2026-08-16
api,agro_L4_homem__president_candidate__claude_opus5__r04,claude_opus5,agro_L4_homem,president_candidate,2026-08-16
api,agro_L4_homem__president_candidate__claude_opus5__r05,claude_opus5,agro_L4_homem,president_candidate,2026-08-16
api,agro_L4_homem__president_open__claude_opus5__r01,claude_opus5,agro_L4_homem,president_open,2026-08-16
api,agro_L4_homem__president_open__claude_opus5__r02,claude_opus5,agro_L4_homem,president_open,2026-08-16
api,agro_L4_homem__president_open__claude_opus5__r03,claude_opus5,agro_L4_homem,president_open,2026-08-16
api,agro_L4_homem__president_open__claude_opus5__r04,claude_opus5,agro_L4_homem,president_open,2026-08-15
api,agro_L4_homem__president_open__claude_opus5__r05,claude_opus5,agro_L4_homem,president_open,2026-08-16
api,agro_L4_mulher__deputy_candidate__claude_opus5__r01,claude_opus5,agro_L4_mulher,deputy_candidate,2026-08-15
api,agro_L4_mulher__deputy_candidate__claude_opus5__r02,claude_opus5,agro_L4_mulher,deputy_candidate,2026-08-15
api,agro_L4_mulher__deputy_candidate__claude_opus5__r03,claude_opus5,agro_L4_mulher,deputy_candidate,2026-08-15
api,agro_L4_mulher__deputy_candidate__claude_opus5__r04,claude_opus5,agro_L4_mulher,deputy_candidate,2026-08-16
api,agro_L4_mulher__deputy_candidate__claude_opus5__r05,claude_opus5,agro_L4_mulher,deputy_candidate,2026-08-15
api,agro_L4_mulher__deputy_open__claude_opus5__r01,claude_opus5,agro_L4_mulher,deputy_open,2026-08-15
api,agro_L4_mulher__deputy_open__claude_opus5__r02,claude_opus5,agro_L4_mulher,deputy_open,2026-08-16
api,agro_L4_mulher__deputy_open__claude_opus5__r03,claude_opus5,agro_L4_mulher,deputy_open,2026-08-16
api,agro_L4_mulher__deputy_open__claude_opus5__r04,claude_opus5,agro_L4_mulher,deputy_open,2026-08-15
api,agro_L4_mulher__deputy_open__claude_opus5__r05,claude_opus5,agro_L4_mulher,deputy_open,2026-08-15
api,agro_L4_mulher__president_candidate__claude_opus5__r01,claude_opus5,agro_L4_mulher,president_candidate,2026-08-16
api,agro_L4_mulher__president_candidate__claude_opus5__r02,claude_opus5,agro_L4_mulher,president_candidate,2026-08-16
api,agro_L4_mulher__president_candidate__claude_opus5__r03,claude_opus5,agro_L4_mulher,president_candidate,2026-08-16
api,agro_L4_mulher__president_candidate__claude_opus5__r04,claude_opus5,agro_L4_mulher,president_candidate,2026-08-16
api,agro_L4_mulher__president_candidate__claude_opus5__r05,claude_opus5,agro_L4_mulher,president_candidate,2026-08-16
api,agro_L4_mulher__president_open__claude_opus5__r01,claude_opus5,agro_L4_mulher,president_open,2026-08-16
api,agro_L4_mulher__president_open__claude_opus5__r02,claude_opus5,agro_L4_mulher,president_open,2026-08-16
api,agro_L4_mulher__president_open__claude_opus5__r03,claude_opus5,agro_L4_mulher,president_open,2026-08-16
api,agro_L4_mulher__president_open__claude_opus5__r04,claude_opus5,agro_L4_mulher,president_open,2026-08-15
api,agro_L4_mulher__president_open__claude_opus5__r05,claude_opus5,agro_L4_mulher,president_open,2026-08-16
api,agro_L5_homem__deputy_candidate__claude_opus5__r01,claude_opus5,agro_L5_homem,deputy_candidate,2026-08-16
api,agro_L5_homem__deputy_candidate__claude_opus5__r02,claude_opus5,agro_L5_homem,deputy_candidate,2026-08-16
api,agro_L5_homem__deputy_candidate__claude_opus5__r03,claude_opus5,agro_L5_homem,deputy_candidate,2026-08-16
api,agro_L5_homem__deputy_candidate__claude_opus5__r04,claude_opus5,agro_L5_homem,deputy_candidate,2026-08-15
api,agro_L5_homem__deputy_candidate__claude_opus5__r05,claude_opus5,agro_L5_homem,deputy_candidate,2026-08-15
api,agro_L5_homem__deputy_open__claude_opus5__r01,claude_opus5,agro_L5_homem,deputy_open,2026-08-15
api,agro_L5_homem__deputy_open__claude_opus5__r02,claude_opus5,agro_L5_homem,deputy_open,2026-08-16
api,agro_L5_homem__deputy_open__claude_opus5__r03,claude_opus5,agro_L5_homem,deputy_open,2026-08-16
api,agro_L5_homem__deputy_open__claude_opus5__r04,claude_opus5,agro_L5_homem,deputy_open,2026-08-16
api,agro_L5_homem__deputy_open__claude_opus5__r05,claude_opus5,agro_L5_homem,deputy_open,2026-08-16
api,agro_L5_homem__president_candidate__claude_opus5__r01,claude_opus5,agro_L5_homem,president_candidate,2026-08-16
api,agro_L5_homem__president_candidate__claude_opus5__r02,claude_opus5,agro_L5_homem,president_candidate,2026-08-16
api,agro_L5_homem__president_candidate__claude_opus5__r03,claude_opus5,agro_L5_homem,president_candidate,2026-08-16
api,agro_L5_homem__president_candidate__claude_opus5__r04,claude_opus5,agro_L5_homem,president_candidate,2026-08-16
api,agro_L5_homem__president_candidate__claude_opus5__r05,claude_opus5,agro_L5_homem,president_candidate,2026-08-15
api,agro_L5_homem__president_open__claude_opus5__r01,claude_opus5,agro_L5_homem,president_open,2026-08-16
api,agro_L5_homem__president_open__claude_opus5__r02,claude_opus5,agro_L5_homem,president_open,2026-08-16
api,agro_L5_homem__president_open__claude_opus5__r03,claude_opus5,agro_L5_homem,president_open,2026-08-15
api,agro_L5_homem__president_open__claude_opus5__r04,claude_opus5,agro_L5_homem,president_open,2026-08-16
api,agro_L5_homem__president_open__claude_opus5__r05,claude_opus5,agro_L5_homem,president_open,2026-08-16
api,agro_L5_mulher__deputy_candidate__claude_opus5__r01,claude_opus5,agro_L5_mulher,deputy_candidate,2026-08-16
api,agro_L5_mulher__deputy_candidate__claude_opus5__r02,claude_opus5,agro_L5_mulher,deputy_candidate,2026-08-16
api,agro_L5_mulher__deputy_candidate__claude_opus5__r03,claude_opus5,agro_L5_mulher,deputy_candidate,2026-08-16
api,agro_L5_mulher__deputy_candidate__claude_opus5__r04,claude_opus5,agro_L5_mulher,deputy_candidate,2026-08-16
api,agro_L5_mulher__deputy_candidate__claude_opus5__r05,claude_opus5,agro_L5_mulher,deputy_candidate,2026-08-16
api,agro_L5_mulher__deputy_open__claude_opus5__r01,claude_opus5,agro_L5_mulher,deputy_open,2026-08-16
api,agro_L5_mulher__deputy_open__claude_opus5__r02,claude_opus5,agro_L5_mulher,deputy_open,2026-08-15
api,agro_L5_mulher__deputy_open__claude_opus5__r03,claude_opus5,agro_L5_mulher,deputy_open,2026-08-15
api,agro_L5_mulher__deputy_open__claude_opus5__r04,claude_opus5,agro_L5_mulher,deputy_open,2026-08-16
api,agro_L5_mulher__deputy_open__claude_opus5__r05,claude_opus5,agro_L5_mulher,deputy_open,2026-08-15
api,agro_L5_mulher__president_candidate__claude_opus5__r01,claude_opus5,agro_L5_mulher,president_candidate,2026-08-15
api,agro_L5_mulher__president_candidate__claude_opus5__r02,claude_opus5,agro_L5_mulher,president_candidate,2026-08-15
api,agro_L5_mulher__president_candidate__claude_opus5__r03,claude_opus5,agro_L5_mulher,president_candidate,2026-08-15
api,agro_L5_mulher__president_candidate__claude_opus5__r04,claude_opus5,agro_L5_mulher,president_candidate,2026-08-16
api,agro_L5_mulher__president_candidate__claude_opus5__r05,claude_opus5,agro_L5_mulher,president_candidate,2026-08-15
api,agro_L5_mulher__president_open__claude_opus5__r01,claude_opus5,agro_L5_mulher,president_open,2026-08-16
api,agro_L5_mulher__president_open__claude_opus5__r02,claude_opus5,agro_L5_mulher,president_open,2026-08-15
api,agro_L5_mulher__president_open__claude_opus5__r03,claude_opus5,agro_L5_mulher,president_open,2026-08-16
api,agro_L5_mulher__president_open__claude_opus5__r04,claude_opus5,agro_L5_mulher,president_open,2026-08-16
api,agro_L5_mulher__president_open__claude_opus5__r05,claude_opus5,agro_L5_mulher,president_open,2026-08-16
api,classes_d_e_L2__deputy_candidate__claude_opus5__r01,claude_opus5,classes_d_e_L2,deputy_candidate,2026-08-15
api,classes_d_e_L2__deputy_candidate__claude_opus5__r02,claude_opus5,classes_d_e_L2,deputy_candidate,2026-08-16
api,classes_d_e_L2__deputy_candidate__claude_opus5__r03,claude_opus5,classes_d_e_L2,deputy_candidate,2026-08-15
api,classes_d_e_L2__deputy_candidate__claude_opus5__r04,claude_opus5,classes_d_e_L2,deputy_candidate,2026-08-16
api,classes_d_e_L2__deputy_candidate__claude_opus5__r05,claude_opus5,classes_d_e_L2,deputy_candidate,2026-08-15
api,classes_d_e_L2__deputy_open__claude_opus5__r01,claude_opus5,classes_d_e_L2,deputy_open,2026-08-16
api,classes_d_e_L2__deputy_open__claude_opus5__r02,claude_opus5,classes_d_e_L2,deputy_open,2026-08-15
api,classes_d_e_L2__deputy_open__claude_opus5__r03,claude_opus5,classes_d_e_L2,deputy_open,2026-08-15
api,classes_d_e_L2__deputy_open__claude_opus5__r04,claude_opus5,classes_d_e_L2,deputy_open,2026-08-16
api,classes_d_e_L2__deputy_open__claude_opus5__r05,claude_opus5,classes_d_e_L2,deputy_open,2026-08-16
api,classes_d_e_L2__president_candidate__claude_opus5__r01,claude_opus5,classes_d_e_L2,president_candidate,2026-08-16
api,classes_d_e_L2__president_candidate__claude_opus5__r02,claude_opus5,classes_d_e_L2,president_candidate,2026-08-16
api,classes_d_e_L2__president_candidate__claude_opus5__r03,claude_opus5,classes_d_e_L2,president_candidate,2026-08-16
api,classes_d_e_L2__president_candidate__claude_opus5__r04,claude_opus5,classes_d_e_L2,president_candidate,2026-08-16
api,classes_d_e_L2__president_candidate__claude_opus5__r05,claude_opus5,classes_d_e_L2,president_candidate,2026-08-16
api,classes_d_e_L2__president_open__claude_opus5__r01,claude_opus5,classes_d_e_L2,president_open,2026-08-16
api,classes_d_e_L2__president_open__claude_opus5__r02,claude_opus5,classes_d_e_L2,president_open,2026-08-15
api,classes_d_e_L2__president_open__claude_opus5__r03,claude_opus5,classes_d_e_L2,president_open,2026-08-15
api,classes_d_e_L2__president_open__claude_opus5__r04,claude_opus5,classes_d_e_L2,president_open,2026-08-16
api,classes_d_e_L2__president_open__claude_opus5__r05,claude_opus5,classes_d_e_L2,president_open,2026-08-16
api,classes_d_e_L3_homem__deputy_candidate__claude_opus5__r01,claude_opus5,classes_d_e_L3_homem,deputy_candidate,2026-08-16
api,classes_d_e_L3_homem__deputy_candidate__claude_opus5__r02,claude_opus5,classes_d_e_L3_homem,deputy_candidate,2026-08-15
api,classes_d_e_L3_homem__deputy_candidate__claude_opus5__r03,claude_opus5,classes_d_e_L3_homem,deputy_candidate,2026-08-15
api,classes_d_e_L3_homem__deputy_candidate__claude_opus5__r04,claude_opus5,classes_d_e_L3_homem,deputy_candidate,2026-08-16
api,classes_d_e_L3_homem__deputy_candidate__claude_opus5__r05,claude_opus5,classes_d_e_L3_homem,deputy_candidate,2026-08-16
api,classes_d_e_L3_homem__deputy_open__claude_opus5__r01,claude_opus5,classes_d_e_L3_homem,deputy_open,2026-08-16
api,classes_d_e_L3_homem__deputy_open__claude_opus5__r02,claude_opus5,classes_d_e_L3_homem,deputy_open,2026-08-16
api,classes_d_e_L3_homem__deputy_open__claude_opus5__r03,claude_opus5,classes_d_e_L3_homem,deputy_open,2026-08-16
api,classes_d_e_L3_homem__deputy_open__claude_opus5__r04,claude_opus5,classes_d_e_L3_homem,deputy_open,2026-08-16
api,classes_d_e_L3_homem__deputy_open__claude_opus5__r05,claude_opus5,classes_d_e_L3_homem,deputy_open,2026-08-16
api,classes_d_e_L3_homem__president_candidate__claude_opus5__r01,claude_opus5,classes_d_e_L3_homem,president_candidate,2026-08-16
api,classes_d_e_L3_homem__president_candidate__claude_opus5__r02,claude_opus5,classes_d_e_L3_homem,president_candidate,2026-08-15
api,classes_d_e_L3_homem__president_candidate__claude_opus5__r03,claude_opus5,classes_d_e_L3_homem,president_candidate,2026-08-16
api,classes_d_e_L3_homem__president_candidate__claude_opus5__r04,claude_opus5,classes_d_e_L3_homem,president_candidate,2026-08-16
api,classes_d_e_L3_homem__president_candidate__claude_opus5__r05,claude_opus5,classes_d_e_L3_homem,president_candidate,2026-08-15
api,classes_d_e_L3_homem__president_open__claude_opus5__r01,claude_opus5,classes_d_e_L3_homem,president_open,2026-08-16
api,classes_d_e_L3_homem__president_open__claude_opus5__r02,claude_opus5,classes_d_e_L3_homem,president_open,2026-08-15
api,classes_d_e_L3_homem__president_open__claude_opus5__r03,claude_opus5,classes_d_e_L3_homem,president_open,2026-08-16
api,classes_d_e_L3_homem__president_open__claude_opus5__r04,claude_opus5,classes_d_e_L3_homem,president_open,2026-08-15
api,classes_d_e_L3_homem__president_open__claude_opus5__r05,claude_opus5,classes_d_e_L3_homem,president_open,2026-08-15
api,classes_d_e_L3_mulher__deputy_candidate__claude_opus5__r01,claude_opus5,classes_d_e_L3_mulher,deputy_candidate,2026-08-16
api,classes_d_e_L3_mulher__deputy_candidate__claude_opus5__r02,claude_opus5,classes_d_e_L3_mulher,deputy_candidate,2026-08-16
api,classes_d_e_L3_mulher__deputy_candidate__claude_opus5__r03,claude_opus5,classes_d_e_L3_mulher,deputy_candidate,2026-08-15
api,classes_d_e_L3_mulher__deputy_candidate__claude_opus5__r04,claude_opus5,classes_d_e_L3_mulher,deputy_candidate,2026-08-16
api,classes_d_e_L3_mulher__deputy_candidate__claude_opus5__r05,claude_opus5,classes_d_e_L3_mulher,deputy_candidate,2026-08-15
api,classes_d_e_L3_mulher__deputy_open__claude_opus5__r01,claude_opus5,classes_d_e_L3_mulher,deputy_open,2026-08-16
api,classes_d_e_L3_mulher__deputy_open__claude_opus5__r02,claude_opus5,classes_d_e_L3_mulher,deputy_open,2026-08-15
api,classes_d_e_L3_mulher__deputy_open__claude_opus5__r03,claude_opus5,classes_d_e_L3_mulher,deputy_open,2026-08-16
api,classes_d_e_L3_mulher__deputy_open__claude_opus5__r04,claude_opus5,classes_d_e_L3_mulher,deputy_open,2026-08-15
api,classes_d_e_L3_mulher__deputy_open__claude_opus5__r05,claude_opus5,classes_d_e_L3_mulher,deputy_open,2026-08-16
api,classes_d_e_L3_mulher__president_candidate__claude_opus5__r01,claude_opus5,classes_d_e_L3_mulher,president_candidate,2026-08-16
api,classes_d_e_L3_mulher__president_candidate__claude_opus5__r02,claude_opus5,classes_d_e_L3_mulher,president_candidate,2026-08-16
api,classes_d_e_L3_mulher__president_candidate__claude_opus5__r03,claude_opus5,classes_d_e_L3_mulher,president_candidate,2026-08-16
api,classes_d_e_L3_mulher__president_candidate__claude_opus5__r04,claude_opus5,classes_d_e_L3_mulher,president_candidate,2026-08-15
api,classes_d_e_L3_mulher__president_candidate__claude_opus5__r05,claude_opus5,classes_d_e_L3_mulher,president_candidate,2026-08-16
api,classes_d_e_L3_mulher__president_open__claude_opus5__r01,claude_opus5,classes_d_e_L3_mulher,president_open,2026-08-16
api,classes_d_e_L3_mulher__president_open__claude_opus5__r02,claude_opus5,classes_d_e_L3_mulher,president_open,2026-08-15
api,classes_d_e_L3_mulher__president_open__claude_opus5__r03,claude_opus5,classes_d_e_L3_mulher,president_open,2026-08-16
api,classes_d_e_L3_mulher__president_open__claude_opus5__r04,claude_opus5,classes_d_e_L3_mulher,president_open,2026-08-16
api,classes_d_e_L3_mulher__president_open__claude_opus5__r05,claude_opus5,classes_d_e_L3_mulher,president_open,2026-08-15
api,classes_d_e_L4_homem__deputy_candidate__claude_opus5__r01,claude_opus5,classes_d_e_L4_homem,deputy_candidate,2026-08-16
api,classes_d_e_L4_homem__deputy_candidate__claude_opus5__r02,claude_opus5,classes_d_e_L4_homem,deputy_candidate,2026-08-15
api,classes_d_e_L4_homem__deputy_candidate__claude_opus5__r03,claude_opus5,classes_d_e_L4_homem,deputy_candidate,2026-08-16
api,classes_d_e_L4_homem__deputy_candidate__claude_opus5__r04,claude_opus5,classes_d_e_L4_homem,deputy_candidate,2026-08-16
api,classes_d_e_L4_homem__deputy_candidate__claude_opus5__r05,claude_opus5,classes_d_e_L4_homem,deputy_candidate,2026-08-15
api,classes_d_e_L4_homem__deputy_open__claude_opus5__r01,claude_opus5,classes_d_e_L4_homem,deputy_open,2026-08-16
api,classes_d_e_L4_homem__deputy_open__claude_opus5__r02,claude_opus5,classes_d_e_L4_homem,deputy_open,2026-08-16
api,classes_d_e_L4_homem__deputy_open__claude_opus5__r03,claude_opus5,classes_d_e_L4_homem,deputy_open,2026-08-16
api,classes_d_e_L4_homem__deputy_open__claude_opus5__r04,claude_opus5,classes_d_e_L4_homem,deputy_open,2026-08-16
api,classes_d_e_L4_homem__deputy_open__claude_opus5__r05,claude_opus5,classes_d_e_L4_homem,deputy_open,2026-08-15
api,classes_d_e_L4_homem__president_candidate__claude_opus5__r01,claude_opus5,classes_d_e_L4_homem,president_candidate,2026-08-16
api,classes_d_e_L4_homem__president_candidate__claude_opus5__r02,claude_opus5,classes_d_e_L4_homem,president_candidate,2026-08-15
api,classes_d_e_L4_homem__president_candidate__claude_opus5__r03,claude_opus5,classes_d_e_L4_homem,president_candidate,2026-08-15
api,classes_d_e_L4_homem__president_candidate__claude_opus5__r04,claude_opus5,classes_d_e_L4_homem,president_candidate,2026-08-16
api,classes_d_e_L4_homem__president_candidate__claude_opus5__r05,claude_opus5,classes_d_e_L4_homem,president_candidate,2026-08-16
api,classes_d_e_L4_homem__president_open__claude_opus5__r01,claude_opus5,classes_d_e_L4_homem,president_open,2026-08-15
api,classes_d_e_L4_homem__president_open__claude_opus5__r02,claude_opus5,classes_d_e_L4_homem,president_open,2026-08-16
api,classes_d_e_L4_homem__president_open__claude_opus5__r03,claude_opus5,classes_d_e_L4_homem,president_open,2026-08-16
api,classes_d_e_L4_homem__president_open__claude_opus5__r04,claude_opus5,classes_d_e_L4_homem,president_open,2026-08-16
api,classes_d_e_L4_homem__president_open__claude_opus5__r05,claude_opus5,classes_d_e_L4_homem,president_open,2026-08-16
api,classes_d_e_L4_mulher__deputy_candidate__claude_opus5__r01,claude_opus5,classes_d_e_L4_mulher,deputy_candidate,2026-08-16
api,classes_d_e_L4_mulher__deputy_candidate__claude_opus5__r02,claude_opus5,classes_d_e_L4_mulher,deputy_candidate,2026-08-16
api,classes_d_e_L4_mulher__deputy_candidate__claude_opus5__r03,claude_opus5,classes_d_e_L4_mulher,deputy_candidate,2026-08-16
api,classes_d_e_L4_mulher__deputy_candidate__claude_opus5__r04,claude_opus5,classes_d_e_L4_mulher,deputy_candidate,2026-08-16
api,classes_d_e_L4_mulher__deputy_candidate__claude_opus5__r05,claude_opus5,classes_d_e_L4_mulher,deputy_candidate,2026-08-16
api,classes_d_e_L4_mulher__deputy_open__claude_opus5__r01,claude_opus5,classes_d_e_L4_mulher,deputy_open,2026-08-15
api,classes_d_e_L4_mulher__deputy_open__claude_opus5__r02,claude_opus5,classes_d_e_L4_mulher,deputy_open,2026-08-15
api,classes_d_e_L4_mulher__deputy_open__claude_opus5__r03,claude_opus5,classes_d_e_L4_mulher,deputy_open,2026-08-16
api,classes_d_e_L4_mulher__deputy_open__claude_opus5__r04,claude_opus5,classes_d_e_L4_mulher,deputy_open,2026-08-15
api,classes_d_e_L4_mulher__deputy_open__claude_opus5__r05,claude_opus5,classes_d_e_L4_mulher,deputy_open,2026-08-15
api,classes_d_e_L4_mulher__president_candidate__claude_opus5__r01,claude_opus5,classes_d_e_L4_mulher,president_candidate,2026-08-16
api,classes_d_e_L4_mulher__president_candidate__claude_opus5__r02,claude_opus5,classes_d_e_L4_mulher,president_candidate,2026-08-16
api,classes_d_e_L4_mulher__president_candidate__claude_opus5__r03,claude_opus5,classes_d_e_L4_mulher,president_candidate,2026-08-16
api,classes_d_e_L4_mulher__president_candidate__claude_opus5__r04,claude_opus5,classes_d_e_L4_mulher,president_candidate,2026-08-16
api,classes_d_e_L4_mulher__president_candidate__claude_opus5__r05,claude_opus5,classes_d_e_L4_mulher,president_candidate,2026-08-16
api,classes_d_e_L4_mulher__president_open__claude_opus5__r01,claude_opus5,classes_d_e_L4_mulher,president_open,2026-08-15
